,tweet_id,retweet_count,favorite_count
304,834574053763584002,2526,13619
305,834477809192075265,10595,0
306,834458053273591808,1675,9592
307,834209720923721728,4733,20538
308,834167344700198914,3647,15785
309,834089966724603904,2128,10018
310,834086379323871233,2198,13033
311,833863086058651648,2401,13401
312,833826103416520705,3760,18037
313,833732339549220864,221,0
314,833722901757046785,3212,20757
315,833479644947025920,2041,14821
316,833124694597443584,4823,20174
317,832998151111966721,2201,13234
318,832769181346996225,39,0
319,832757312314028032,3613,16840
320,832682457690300417,2902,11867
321,832645525019123713,531,2916
322,832636094638288896,2776,15831
323,832397543355072512,2217,11947
324,832369877331693569,3181,17176
325,832273440279240704,2337,11343
326,832215909146226688,6198,0
327,832215726631055365,9307,0
328,832088576586297345,2,62
329,832040443403784192,9614,0
330,832032802820481025,4652,17858
331,831939777352105988,6126,23975
332,831926988323639298,34,335
333,831911600680497154,6499,27597
334,831670449226514432,1816,10432
335,831650051525054464,1925,7130
336,831552930092285952,2313,8965
337,831322785565769729,1551,9275
338,831315979191906304,1127,6536
339,831309418084069378,2466,11757
340,831262627380748289,2044,11901
341,830956169170665475,1501,7962
342,830583320585068544,16761,66810
343,830173239259324417,5684,0
344,830097400375152640,2942,9791
345,829878982036299777,5015,0
346,829861396166877184,1948,12243
347,829501995190984704,10595,31757
348,829449946868879360,2018,10469
349,829141528400556032,7347,24421
350,829011960981237760,16309,53197
351,828801551087042563,3422,0
352,828770345708580865,5868,25595
353,828708714936930305,11181,36546
354,828650029636317184,1349,9506
355,828409743546925057,1166,6347
356,828408677031882754,1294,7683
357,828381636999917570,2219,12589
358,828376505180889089,1072,7383
359,828372645993398273,2937,12585
360,828361771580813312,173,2196
361,828046555563323392,2880,11760
362,828011680017821696,2154,10372
363,827933404142436356,5255,20136
364,827653905312006145,3027,15535
365,827600520311402496,950,7462
366,827324948884643840,3055,15883
367,827199976799354881,2224,10594
368,826958653328592898,5015,21616
369,826848821049180160,10195,36445
370,826615380357632002,3999,0
371,826598799820865537,253,5133
372,826598365270007810,2346,10086
373,826476773533745153,4206,18448
374,826240494070030336,2620,13328
375,826204788643753985,927,4895
376,826115272272650244,3129,15685
377,825876512159186944,1876,10507
378,825829644528148480,2499,12772
379,825535076884762624,17619,57047
380,825147591692263424,4562,18350
381,825120256414846976,1263,0
382,825026590719483904,1263,6326
383,824796380199809024,5514,0
384,824775126675836928,3530,14961
385,824663926340194305,1781,10561
386,824325613288833024,10570,11887
387,824297048279236611,3880,15110
388,824025158776213504,603,4849
389,823939628516474880,2719,10665
390,823719002937630720,11253,0
391,823699002998870016,2537,14039
392,823581115634085888,2633,13088
393,823333489516937216,25,703
394,823322678127919110,4045,15807
395,823269594223824897,9942,0
396,822975315408461824,3470,17405
397,822872901745569793,43492,132268
398,822859134160621569,2289,13320
399,822647212903690241,6446,0
400,822610361945911296,2976,14890
401,822489057087389700,6446,18262
402,822462944365645825,14399,28178
403,822244816520155136,9942,35133
404,822163064745328640,4800,0
405,821886076407029760,2327,11381
406,821813639212650496,3381,0
407,821765923262631936,1670,8451
408,821522889702862852,1772,8077
409,821421320206483457,5621,0
410,821407182352777218,4365,11848
411,821153421864615936,10,256
412,821149554670182400,2000,8690
413,821107785811234820,2151,9657
414,821044531881721856,2299,12748
415,820837357901512704,6780,0
416,820749716845686786,9954,31745
417,820690176645140481,3255,12289
418,820494788566847489,568,0
419,820446719150292993,2584,0
420,820314633777061888,568,3368
421,820078625395449857,6338,19939
422,820013781606658049,1183,0
423,819952236453363712,1183,5365
424,819924195358416896,4918,12999
425,819711362133872643,3137,13450
426,819588359383371776,2004,9706
427,819347104292290561,1217,7263
428,819238181065359361,410,2282
429,819227688460238848,6780,23237
430,819015337530290176,37172,0
431,819015331746349057,19105,0
432,819006400881917954,19105,45625
433,819004803107983360,37172,87572
434,818646164899774465,21192,0
435,818627210458333184,7603,22592
436,818614493328580609,2586,9923
437,818588835076603904,6201,0
438,818536468981415936,2478,10997
439,818307523543449600,8169,0
440,818259473185828864,2287,11111
441,818145370475810820,2598,12373
442,817908911860748288,812,4897
443,817827839487737858,27332,52080
444,817777686764523521,2717,10835
445,817536400337801217,2994,11876
446,817502432452313088,3424,0
447,817423860136083457,14858,34133
448,817415592588222464,955,5646
449,817181837579653120,8542,0
450,817171292965273600,2044,8843
451,817120970343411712,2622,12324
452,817056546584727552,1658,8673
453,816829038950027264,4761,0
454,816816676327063552,2063,10103
455,816697700272001025,2218,9885
456,816450570814898180,8169,30707
457,816336735214911488,1961,8682
458,816091915477250048,2168,9016
459,816062466425819140,1030,0
460,816014286006976512,5325,0
461,815990720817401858,1030,4995
462,815966073409433600,8542,22630
463,815745968457060357,4179,0
464,815736392542261248,2285,9942
465,815639385530101762,1670,8313
466,815390420867969024,3842,10457
467,814986499976527872,1290,7732
468,814638523311648768,2729,11389
469,814578408554463233,5908,0
470,814530161257443328,1884,8732
471,814153002265309185,8780,29042
472,813944609378369540,3223,0
473,813910438903693312,1889,9397
474,813812741911748608,14153,36790
475,813800681631023104,1785,8399
476,813217897535406080,7380,18834
477,813202720496779264,1835,9332
478,813187593374461952,4416,20092
479,813172488309972993,1951,9370
480,813157409116065792,2235,7853
481,813142292504645637,2414,8572
482,813130366689148928,454,4519
483,813127251579564032,3177,11971
484,813112105746448384,2779,10415
485,813096984823349248,3668,10690
486,813081950185472002,2813,10003
487,813066809284972545,1979,8042
488,813051746834595840,7459,21216
489,812781120811126785,1928,7660
490,812709060537683968,1449,6688
491,812503143955202048,1236,6154
492,812466873996607488,1956,8052
493,812372279581671427,3707,13809
494,811985624773361665,1421,7346
495,811744202451197953,1622,7633
496,811647686436880384,753,5676
497,811627233043480576,3123,12915
498,811386762094317568,6470,21177
499,810984652412424192,1459,5401
500,810896069567610880,1797,9121
501,810657578271330305,2687,11099
502,810284430598270976,11459,35698
503,810254108431155201,3422,14880
504,809920764300447744,3999,15723
505,809808892968534016,4962,0
506,809448704142938112,1486,7026
507,809220051211603969,5684,20174
508,809084759137812480,3576,13405
509,808838249661788160,3088,10245
510,808733504066486276,2194,8003
511,808501579447930884,2640,11452
512,808344865868283904,21192,43115
513,808134635716833280,6027,0
514,808106460588765185,2234,8908
515,808001312164028416,3592,12681
516,807621403335917568,3674,14775
517,807106840509214720,56219,119807
518,807059379405148160,7463,0
519,807010152071229440,3922,13257
520,806629075125202948,35156,75700
521,806620845233815552,5618,0
522,806576416489959424,1974,4958
523,806542213899489280,2390,10353
524,806242860592926720,11812,0
525,806219024703037440,1213,6518
526,805958939288408065,5450,0
527,805932879469572096,1951,8394
528,805826884734976000,1860,6649
529,805823200554876929,8151,0
530,805520635690676224,1680,5827
531,805487436403003392,2559,8910
532,805207613751304193,1747,7936
533,804738756058218496,3869,13886
534,804475857670639616,2040,6217
535,804413760345620481,3284,0
536,804026241225523202,16410,45056
537,803773340896923648,2785,10189
538,803692223237865472,7546,0
539,803638050916102144,4206,11088
540,803380650405482500,1895,7880
541,803321560782307329,5410,0
542,803276597545603072,2492,10168
543,802952499103731712,2038,9146
544,802624713319034886,2959,0
545,802600418706604034,1490,7199
546,802572683846291456,2550,9056
547,802323869084381190,5924,16434
548,802265048156610565,1399,6860
549,802239329049477120,2665,9202
550,802185808107208704,277,0
551,801958328846974976,1744,7864
552,801854953262350336,240,1806
553,801538201127157760,2103,8337
554,801285448605831168,836,6132
555,801167903437357056,6027,24797
556,801127390143516673,4009,0
557,801115127852503040,2134,8187
558,800859414831898624,98,694
559,800855607700029440,1636,0
560,800751577355128832,2839,10712
561,800513324630806528,3035,13301
562,800459316964663297,2202,9638
563,800443802682937345,4388,0
564,800388270626521089,2852,11303
565,800188575492947969,4011,0
566,800141422401830912,2584,15496
567,800018252395122689,13376,28773
568,799774291445383169,4766,0
569,799757965289017345,2202,8519
570,799422933579902976,1957,8176
571,799308762079035393,5557,0
572,799297110730567681,2804,10035
573,799063482566066176,2505,8172
574,798933969379225600,4538,13273
575,798925684722855936,1467,7606
576,798705661114773508,6750,0
577,798701998996647937,7917,0
578,798697898615730177,6632,0
579,798694562394996736,5045,0
580,798686750113755136,2373,0
581,798682547630837760,4792,0
582,798673117451325440,5638,0
583,798665375516884993,3975,0
584,798644042770751489,1882,0
585,798628517273620480,2009,0
586,798585098161549313,5803,0
587,798576900688019456,5940,0
588,798340744599797760,3402,0
589,798209839306514432,2607,10568
590,797971864723324932,3162,11761
591,797545162159308800,4948,14735
592,797236660651966464,6690,20241
593,797165961484890113,26,227
594,796904159865868288,9075,0
595,796865951799083009,1952,7803
596,796759840936919040,3078,11999
597,796563435802726400,7394,0
598,796484825502875648,1787,7678
599,796387464403357696,4216,11147
600,796177847564038144,14486,0
601,796149749086875649,14486,32677
602,796125600683540480,1836,5033
603,796116448414461957,2454,9225
604,796080075804475393,2346,8586
605,796031486298386433,3767,10956
606,795464331001561088,24006,50278
607,795400264262053889,2922,10216
608,795076730285391872,5514,16416
609,794983741416415232,3425,0
610,794926597468000259,2338,10373
611,794355576146903043,10468,0
612,794332329137291264,2720,9712
613,794205286408003585,3379,9348
614,793962221541933056,4962,17043
615,793845145112371200,1899,9354
616,793614319594401792,3184,0
617,793601777308463104,1650,8093
618,793500921481273345,2414,10809
619,793286476301799424,9307,24915
620,793271401113350145,2428,8821
621,793256262322548741,8472,20247
622,793241302385262592,3352,10644
623,793226087023144960,2916,9973
624,793210959003287553,2840,9049
625,793195938047070209,5718,15486
626,793180763617361921,2031,7033
627,793165685325201412,2832,9530
628,793150605191548928,1726,6262
629,793135492858580992,2538,6515
630,793120401413079041,3980,12843
631,792913359805018113,4041,14529
632,792883833364439040,4340,11463
633,792773781206999040,1703,7451
634,792394556390137856,4359,13630
635,792050063153438720,1829,7250
636,791821351946420224,21419,0
637,791784077045166082,9737,0
638,791780927877898241,3880,0
639,791774931465953280,22520,45748
640,791672322847637504,3184,11901
641,791406955684368384,4179,13318
642,791312159183634433,2574,8908
643,791026214425268224,4169,0
644,790987426131050500,2168,9958
645,790946055508652032,4761,16875
646,790723298204217344,2346,0
647,790698755171364864,1955,8328
648,790581949425475584,7262,20935
649,790337589677002753,1911,7935
650,790277117346975746,3223,12733
651,790227638568808452,3625,0
652,789986466051088384,2346,9388
653,789960241177853952,4180,0
654,789903600034189313,4198,10496
655,789628658055020548,1793,7595
656,789599242079838210,1955,6864
657,789530877013393408,3425,11879
658,789314372632018944,2326,8769
659,789280767834746880,5016,0
660,789268448748703744,2641,9226
661,789137962068021249,2837,9844
662,788908386943430656,12653,27784
663,788765914992902144,10468,27675
664,788552643979468800,7280,0
665,788412144018661376,5342,15750
666,788178268662984705,2124,7318
667,788150585577050112,1305,6197
668,788070120937619456,3475,0
669,788039637453406209,1341,6208
670,787810552592695296,3092,8745
671,787717603741622272,2816,10392
672,787397959788929025,2882,11025
673,787322443945877504,1763,7875
674,787111942498508800,6843,0
675,786963064373534720,8078,26950
676,786729988674449408,2453,0
677,786709082849828864,6198,18451
678,786664955043049472,2592,10728
679,786595970293370880,3158,9557
680,786363235746385920,3556,11019
681,786286427768250368,2885,8066
682,786233965241827333,4800,15444
683,786051337297522688,156,1436
684,786036967502913536,7111,0
685,785927819176054784,3233,11521
686,785872687017132033,1837,6772
687,785639753186217984,2264,7938
688,785533386513321988,2023,9230
689,785515384317313025,1278,6188
690,785264754247995392,1655,7347
691,785170936622350336,4891,12170
692,784826020293709826,3284,10215
693,784517518371221505,2569,9067
694,784431430411685888,1286,5767
695,784183165795655680,8151,20280
696,784057939640352768,11252,30067
697,783839966405230592,10899,30373
698,783821107061198850,1996,7430
699,783695101801398276,3254,10571
700,783466772167098368,2275,8546
701,783391753726550016,5542,17059
702,783347506784731136,5615,0
703,783334639985389568,11813,29448
704,783085703974514689,2229,8230
705,782969140009107456,7463,24367
706,782747134529531904,1423,7541
707,782722598790725632,5450,17437
708,782598640137187329,1893,7875
709,782305867769217024,5621,16813
710,782021823840026624,6266,0
711,781955203444699136,3406,11227
712,781661882474196992,2742,10516
713,781655249211752448,1142,4027
714,781524693396357120,5618,20924
715,781308096455073793,2576,7199
716,781251288990355457,2097,8522
717,781163403222056960,2769,9896
718,780931614150983680,7394,21808
719,780858289093574656,2036,7243
720,780800785462489090,1315,5534
721,780601303617732608,3381,12221
722,780543529827336192,1757,6360
723,780496263422808064,3727,0
724,780476555013349377,114,0
725,780459368902959104,1088,5344
726,780192070812196864,2259,8785
727,780092040432480260,2321,0
728,780074436359819264,5021,12273
729,779834332596887552,7111,19063
730,779377524342161408,3136,8869
731,779124354206535695,18454,0
732,779056095788752897,4575,14862
733,778990705243029504,7253,20124
734,778774459159379968,9975,0
735,778764940568104960,366,873
736,778748913645780993,1323,6946
737,778650543019483137,1513,5820
738,778624900596654080,1018,4672
739,778408200802557953,4359,13706
740,778396591732486144,12328,0
741,778383385161035776,1111,5886
742,778286810187399168,3322,10443
743,778039087836069888,2664,8563
744,778027034220126208,1626,6592
745,777953400541634568,3556,0
746,777885040357281792,1638,6382
747,777684233540206592,2959,11298
748,777641927919427584,4258,0
749,777621514455814149,2520,8800
750,777189768882946048,4333,14367
751,776819012571455488,13784,0
752,776813020089548800,1217,4918
753,776477788987613185,2800,8873
754,776249906839351296,9197,0
755,776218204058357768,15974,30086
756,776201521193218049,2533,9678
757,776113305656188928,4388,11839
758,776088319444877312,152,1854
759,775898661951791106,16630,0
760,775842724423557120,2672,11777
761,775733305207554048,4009,13947
762,775729183532220416,4626,13066
763,775364825476165632,2990,7441
764,775350846108426240,3931,10228
765,775085132600442880,4766,15645
766,774757898236878852,1794,8645
767,774639387460112384,1743,6767
768,774314403806253056,5557,21887
769,773985732834758656,3889,10782
770,773922284943896577,1759,6432
771,773704687002451968,1639,6636
772,773670353721753600,1315,5378
773,773547596996571136,6201,22205
774,773336787167145985,5112,0
775,773308824254029826,7515,23420
776,773247561583001600,3271,9513
777,773191612633579521,4157,10044
778,772877495989305348,3893,8604
779,772826264096874500,2361,8099
780,772615324260794368,3399,0
781,772581559778025472,1704,6532
782,772193107915964416,1397,6074
783,772152991789019136,1136,3819
784,772117678702071809,745,3798
785,772114945936949249,471,2743
786,772102971039580160,947,4016
787,771908950375665664,1914,6617
788,771770456517009408,3402,12060
789,771500966810099713,2626,8298
790,771380798096281600,5112,10528
791,771171053431250945,7501,0
792,771136648247640064,2936,9191
793,771102124360998913,1450,6262
794,771014301343748096,1666,6892
795,770787852854652928,1204,4942
796,770772759874076672,1420,5189
797,770655142660169732,1774,7361
798,770414278348247044,2106,6346
799,770293558247038976,1487,6265
800,770093767776997377,3065,0
801,770069151037685760,2310,7626
802,769940425801170949,9614,31449
803,769695466921623552,1689,6437
804,769335591808995329,7761,0
805,769212283578875904,1729,5412
806,768970937022709760,6538,14388
807,768909767477751808,2682,0
808,768855141948723200,894,4215
809,768609597686943744,1207,4139
810,768596291618299904,1288,5050
811,768554158521745409,5867,0
812,768473857036525572,3443,13664
813,768193404517830656,3556,10892
814,767884188863397888,1386,4756
815,767754930266464257,5410,16050
816,767500508068192258,2342,7521
817,767191397493538821,3774,12337
818,767122157629476866,2863,10198
819,766864461642756096,5643,0
820,766793450729734144,1358,5081
821,766714921925144576,380,2621
822,766693177336135680,797,4027
823,766423258543644672,1592,6012
824,766313316352462849,1891,6814
825,766078092750233600,2632,0
826,766069199026450432,853,4235
827,766008592277377025,500,3747
828,765719909049503744,2157,7251
829,765669560888528897,1224,5196
830,765395769549590528,3389,26651
831,765371061932261376,2168,7077
832,765222098633691136,3399,11637
833,764857477905154048,1780,6458
834,764259802650378240,1501,6034
835,763956972077010945,54,759
836,763837565564780549,4169,12596
837,763183847194451968,1473,5394
838,763167063695355904,3024,0
839,763103485927849985,2298,7372
840,762699858130116608,3625,12148
841,762471784394268675,6422,11236
842,762464539388485633,4180,10311
843,762316489655476224,1126,4807
844,762035686371364864,15563,31874
845,761976711479193600,2008,5408
846,761750502866649088,3923,0
847,761745352076779520,864,4276
848,761672994376806400,29131,49507
849,761599872357261312,1191,4120
850,761371037149827077,18072,0
851,761334018830917632,1451,5195
852,761292947749015552,1087,4491
853,761227390836215808,1565,5324
854,761004547850530816,3475,11340
855,760893934457552897,979,3819
856,760656994973933572,1907,6582
857,760641137271070720,1297,4982
858,760539183865880579,3620,7567
859,760521673607086080,1386,4222
860,760290219849637889,11493,26780
861,760252756032651264,868,3949
862,760190180481531904,1803,5706
863,760153949710192640,31,0
864,759943073749200896,2081,5941
865,759923798737051648,5643,14666
866,759846353224826880,1968,6735
867,759793422261743616,1909,5955
868,759557299618865152,1183,4695
869,759447681597108224,2453,8490
870,759446261539934208,488,1673
871,759197388317847553,1945,6078
872,759159934323924993,1154,0
873,759099523532779520,4168,14489
874,759047813560868866,2009,6482
875,758854675097526272,894,3546
876,758828659922702336,3827,11208
877,758740312047005698,1613,5733
878,758474966123810816,999,3800
879,758467244762497024,2209,4780
880,758405701903519748,1909,5211
881,758355060040593408,1067,3392
882,758099635764359168,9975,19040
883,758041019896193024,374,2699
884,757741869644341248,3241,6871
885,757729163776290825,7919,0
886,757725642876129280,1210,4539
887,757611664640446465,1108,4562
888,757597904299253760,300,0
889,757596066325864448,1054,4330
890,757400162377592832,6845,15125
891,757393109802180609,1735,5805
892,757354760399941633,1419,4518
893,756998049151549440,1981,6276
894,756939218950160384,2002,6639
895,756651752796094464,1303,5039
896,756526248105566208,3578,10390
897,756303284449767430,1091,3925
898,756288534030475264,17678,43926
899,756275833623502848,1529,6401
900,755955933503782912,2873,7305
901,755206590534418437,5352,16408
902,755110668769038337,11065,21157
903,754874841593970688,7892,0
904,754856583969079297,2513,6886
905,754747087846248448,519,2585
906,754482103782404096,1950,5281
907,754449512966619136,730,3746
908,754120377874386944,2356,7865
909,753655901052166144,2163,5827
910,753420520834629632,3560,7888
911,753398408988139520,1895,5743
912,753375668877008896,2320,7621
913,753298634498793472,5685,0
914,753294487569522689,1037,3362
915,753039830821511168,20811,37017
916,753026973505581056,962,3912
917,752932432744185856,6843,12602
918,752917284578922496,1570,6917
919,752701944171524096,2852,0
920,752682090207055872,1588,5992
921,752660715232722944,1550,4367
922,752568224206688256,2275,5478
923,752519690950500352,3428,7353
924,752334515931054080,1090,3807
925,752309394570878976,16187,0
926,752173152931807232,1832,5955
927,751950017322246144,911,3050
928,751937170840121344,1326,5176
929,751830394383790080,1938,5797
930,751793661361422336,2889,5808
931,751598357617971201,3030,7898
932,751583847268179968,1096,4379
933,751538714308972544,1258,5019
934,751456908746354688,995,3210
935,751251247299190784,5854,12467
936,751205363882532864,1805,6301
937,751132876104687617,1294,5053
938,750868782890057730,1355,4771
939,750719632563142656,5016,13124
940,750506206503038976,1137,4425
941,750429297815552001,4258,13122
942,750383411068534784,1147,4540
943,750381685133418496,27,693
944,750147208377409536,958,3093
945,750132105863102464,1291,3599
