,tweet_id,retweet_count,favorite_count
946,750117059602808832,1303,4316
947,750101899009982464,837,3032
948,750086836815486976,529,2161
949,750071704093859840,3317,7803
950,750056684286914561,893,3149
951,750041628174217216,613,3171
952,750026558547456000,788,2713
953,750011400160841729,905,3235
954,749996283729883136,811,3061
955,749981277374128128,2453,5102
956,749774190421639168,1309,4643
957,749417653287129088,1630,6088
958,749403093750648834,531,2610
959,749395845976588288,3416,8525
960,749317047558017024,2221,5482
961,749075273010798592,2062,5731
962,749064354620928000,1510,4783
963,749036806121881602,790,3082
964,748977405889503236,3383,10714
965,748932637671223296,2233,5785
966,748705597323898880,945,2772
967,748699167502000129,1575,4721
968,748692773788876800,1322,4230
969,748575535303884801,1962,6034
970,748568946752774144,666,2188
971,748346686624440324,1221,5197
972,748337862848962560,4078,7591
973,748324050481647620,752,3664
974,748307329658011649,704,3653
975,748220828303695873,7731,14051
976,747963614829678593,2127,5737
977,747933425676525569,2518,6557
978,747885874273214464,968,2923
979,747844099428986880,746,2802
980,747816857231626240,1150,4821
981,747651430853525504,153,1377
982,747648653817413632,5802,12816
983,747600769478692864,553,2310
984,747594051852075008,1051,3650
985,747512671126323200,1597,5506
986,747461612269887489,1033,3842
987,747439450712596480,1899,5385
988,747242308580548608,2886,0
989,747219827526344708,1552,5224
990,747204161125646336,915,3356
991,747103485104099331,3935,9495
992,746906459439529985,294,2877
993,746872823977771008,2115,5935
994,746818907684614144,1725,5286
995,746790600704425984,1590,4834
996,746757706116112384,3880,9516
997,746726898085036033,1781,6007
998,746542875601690625,1865,4999
999,746521445350707200,977,0
1000,746507379341139972,1076,4621
1001,746369468511756288,1616,6143
1002,746131877086527488,2180,6866
1003,746056683365994496,803,3530
1004,745789745784041472,1057,3986
1005,745712589599014916,2307,6963
1006,745433870967832576,2512,7029
1007,745422732645535745,2420,8501
1008,745314880350101504,2727,7129
1009,745074613265149952,3458,7779
1010,745057283344719872,2240,7211
1011,744995568523612160,611,2953
1012,744971049620602880,2658,7816
1013,744709971296780288,1552,5570
1014,744334592493166593,2087,6734
1015,744234799360020481,77149,155128
1016,744223424764059648,360,1651
1017,743980027717509120,1084,4136
1018,743895849529389061,955,3622
1019,743835915802583040,2053,0
1020,743609206067040256,1370,4435
1021,743595368194129920,6467,18218
1022,743545585370791937,933,3501
1023,743510151680958465,3705,7870
1024,743253157753532416,1214,4196
1025,743222593470234624,1893,6153
1026,743210557239623680,1346,3810
1027,742534281772302336,3536,7009
1028,742528092657332225,1949,4374
1029,742465774154047488,3884,7199
1030,742423170473463808,3727,9732
1031,742385895052087300,1947,6737
1032,742161199639494656,1352,4303
1033,742150209887731712,1528,5073
1034,741793263812808706,1497,4501
1035,741743634094141440,2721,8105
1036,741438259667034112,822,3650
1037,741303864243200000,3165,8698
1038,741099773336379392,5456,9888
1039,741067306818797568,3065,9426
1040,740995100998766593,2707,6304
1041,740711788199743490,925,3370
1042,740699697422163968,772,2821
1043,740676976021798912,6750,18006
1044,740373189193256964,13168,34656
1045,740365076218183684,426,2433
1046,740359016048689152,854,3266
1047,740214038584557568,1943,6628
1048,739979191639244800,5867,19756
1049,739932936087216128,1063,4016
1050,739844404073074688,848,3767
1051,739623569819336705,1336,3736
1052,739606147276148736,1637,5338
1053,739544079319588864,20998,39117
1054,739485634323156992,2895,7079
1055,739238157791694849,57287,114704
1056,738891149612572673,6,110
1057,738885046782832640,1130,3732
1058,738883359779196928,783,3267
1059,738537504001953792,1517,5028
1060,738402415918125056,820,3216
1061,738184450748633089,1197,4275
1062,738166403467907072,3311,8677
1063,738156290900254721,633,2476
1064,737826014890496000,1748,5212
1065,737800304142471168,3422,9883
1066,737678689543020544,1296,4984
1067,737445876994609152,4408,10136
1068,737322739594330112,805,3556
1069,737310737551491075,7323,14495
1070,736736130620620800,1703,4203
1071,736392552031657984,7280,17494
1072,736365877722001409,1228,3929
1073,736225175608430592,2743,8025
1074,736010884653420544,2943,7802
1075,735991953473572864,1134,3553
1076,735648611367784448,1086,3982
1077,735635087207878657,2317,6091
1078,735274964362878976,4968,12862
1079,735256018284875776,868,3286
1080,735137028879360001,961,3095
1081,734912297295085568,520,2721
1082,734787690684657664,6205,12374
1083,734776360183431168,532,2475
1084,734559631394082816,392,1465
1085,733828123016450049,773,3534
1086,733822306246479872,1009,3623
1087,733482008106668032,939,3098
1088,733460102733135873,1265,4141
1089,733109485275860992,16630,49609
1090,732732193018155009,528,2403
1091,732726085725589504,879,3504
1092,732585889486888962,768,3613
1093,732375214819057664,2479,7972
1094,732005617171337216,5325,14699
1095,731285275100512256,980,3445
1096,731156023742988288,1249,3789
1097,730924654643314689,1949,6064
1098,730573383004487680,2104,4830
1099,730427201120833536,1031,3442
1100,730211855403241472,1046,3770
1101,730196704625098752,1871,4776
1102,729854734790754305,1108,3973
1103,729838605770891264,379,1700
1104,729823566028484608,1230,3920
1105,729463711119904772,2284,5715
1106,729113531270991872,319,1853
1107,728986383096946689,810,3095
1108,728760639972315136,1676,4610
1109,728751179681943552,668,2722
1110,728653952833728512,1019,3269
1111,728409960103686147,1970,4844
1112,728387165835677696,946,3649
1113,728046963732717569,1181,4237
1114,728035342121635841,1644,4505
1115,728015554473250816,1089,4057
1116,727685679342333952,634,2923
1117,727644517743104000,1721,5799
1118,727524757080539137,1203,4411
1119,727314416056803329,728,3288
1120,727286334147182592,798,3008
1121,727175381690781696,1364,3861
1122,727155742655025152,1309,3571
1123,726935089318363137,2411,6769
1124,726887082820554753,1504,3787
1125,726828223124897792,990,3512
1126,726224900189511680,1123,4366
1127,725842289046749185,2632,6977
1128,725786712245440512,1353,4112
1129,725729321944506368,1756,5129
1130,725458796924002305,608,1392
1131,724983749226668032,1290,3681
1132,724771698126512129,625,2315
1133,724405726123311104,1627,5205
1134,724049859469295616,1750,4263
1135,724046343203856385,546,2621
1136,724004602748780546,1526,4112
1137,723912936180330496,1217,3832
1138,723688335806480385,2891,7565
1139,723673163800948736,873,2965
1140,723179728551723008,1834,5229
1141,722974582966214656,1540,4044
1142,722613351520608256,1614,4891
1143,721503162398597120,1811,4551
1144,721001180231503872,601,2497
1145,720785406564900865,755,3073
1146,720775346191278080,654,2427
1147,720415127506415616,1478,4066
1148,720389942216527872,2465,6274
1149,720340705894408192,964,2821
1150,720059472081784833,1108,3801
1151,720043174954147842,1974,4837
1152,719991154352222208,1719,4771
1153,719704490224398336,1406,4471
1154,719551379208073216,1876,4970
1155,719367763014393856,730,2760
1156,719339463458033665,1211,4368
1157,719332531645071360,932,3383
1158,718971898235854848,1058,3431
1159,718939241951195136,1731,5174
1160,718631497683582976,7917,18596
1161,718613305783398402,475,2404
1162,718540630683709445,1000,2419
1163,718460005985447936,515,2652
1164,718454725339934721,1490,4789
1165,718246886998687744,493,1880
1166,718234618122661888,978,3808
1167,717841801130979328,596,2422
1168,717790033953034240,1092,2840
1169,717537687239008257,1826,5703
1170,717428917016076293,441,1594
1171,717421804990701568,828,3116
1172,717047459982213120,1900,6202
1173,717009362452090881,947,3203
1174,716802964044845056,1153,4222
1175,716791146589110272,1554,8041
1176,716730379797970944,420,1214
1177,716447146686459905,5779,12875
1178,716439118184652801,205,2345
1179,716285507865542656,1039,2728
1180,716080869887381504,1869,6662
1181,715928423106027520,864,3141
1182,715758151270801409,1412,3663
1183,715733265223708672,1663,4586
1184,715704790270025728,558,2752
1185,715696743237730304,1270,3855
1186,715680795826982913,1592,4240
1187,715360349751484417,1538,5391
1188,715342466308784130,686,2998
1189,715220193576927233,639,2389
1190,715200624753819648,1854,5066
1191,715009755312439296,1210,4092
1192,714982300363173890,1017,3682
1193,714962719905021952,4195,7245
1194,714957620017307648,1392,4073
1195,714631576617938945,981,3229
1196,714606013974974464,912,3581
1197,714485234495041536,1110,2649
1198,714258258790387713,713,2985
1199,714251586676113411,823,3230
1200,714214115368108032,856,2236
1201,714141408463036416,1376,4265
1202,713919462244790272,780,3245
1203,713909862279876608,530,1865
1204,713900603437621249,732,2797
1205,713761197720473600,1352,4791
1206,713411074226274305,1282,4382
1207,713177543487135744,2792,7122
1208,713175907180089344,1454,4396
1209,712809025985978368,6632,18806
1210,712717840512598017,4905,12173
1211,712668654853337088,1197,4126
1212,712438159032893441,1541,5243
1213,712309440758808576,25,241
1214,712097430750289920,1016,3726
1215,712092745624633345,874,2898
1216,712085617388212225,479,3230
1217,712065007010385924,612,2236
1218,711998809858043904,125,0
1219,711968124745228288,2268,7951
1220,711743778164514816,973,2801
1221,711732680602345472,4052,8723
1222,711694788429553666,18072,32417
1223,711652651650457602,900,3805
1224,711363825979756544,1117,3602
1225,711306686208872448,725,3255
1226,711008018775851008,603,2959
1227,710997087345876993,1372,4508
1228,710844581445812225,678,2511
1229,710833117892898816,524,2652
1230,710658690886586372,552,2279
1231,710609963652087808,2341,4735
1232,710588934686908417,1838,4476
1233,710296729921429505,727,2347
1234,710283270106132480,516,2123
1235,710272297844797440,1234,4474
1236,710269109699739648,1103,2364
1237,710153181850935296,877,2861
1238,710140971284037632,869,2718
1239,710117014656950272,1967,5409
1240,709918798883774466,1073,3446
1241,709901256215666688,99,652
1242,709852847387627521,1186,3474
1243,709566166965075968,1188,3502
1244,709556954897764353,1055,3248
1245,709519240576036864,235,1477
1246,709449600415961088,562,2192
1247,709409458133323776,670,2587
1248,709225125749587968,565,2381
1249,709207347839836162,5711,12360
1250,709198395643068416,636,2402
1251,709179584944730112,663,1975
1252,709158332880297985,410,2009
1253,709042156699303936,1608,4673
1254,708853462201716736,651,1777
1255,708845821941387268,888,2941
1256,708834316713893888,494,1663
1257,708810915978854401,6828,16260
1258,708738143638450176,798,2718
1259,708711088997666817,709,2500
1260,708479650088034305,671,2510
1261,708469915515297792,802,3061
1262,708400866336894977,9912,15773
1263,708356463048204288,1298,3535
1264,708349470027751425,727,2311
1265,708149363256774660,1533,4223
1266,708130923141795840,840,3335
1267,708119489313951744,971,2658
1268,708109389455101952,543,1923
1269,708026248782585858,1903,4336
1270,707995814724026368,1111,3087
1271,707983188426153984,2,50
1272,707969809498152960,955,2673
1273,707776935007539200,945,3243
1274,707741517457260545,607,2458
1275,707738799544082433,2428,4024
1276,707693576495472641,980,3358
1277,707629649552134146,859,2539
1278,707610948723478529,6266,16774
1279,707420581654872064,689,2244
1280,707411934438625280,592,2281
1281,707387676719185920,1267,3457
1282,707377100785885184,1078,3240
1283,707315916783140866,632,2444
1284,707297311098011648,775,2740
1285,707059547140169728,664,2562
1286,707038192327901184,778,2158
1287,707021089608753152,1340,4024
1288,707014260413456384,591,2283
1289,706904523814649856,7761,14408
1290,706901761596989440,585,2028
1291,706681918348251136,964,3264
1292,706644897839910912,1075,2538
1293,706593038911545345,626,2126
1294,706538006853918722,1411,3439
1295,706516534877929472,1023,3077
1296,706346369204748288,913,3407
1297,706310011488698368,7823,21059
1298,706291001778950144,474,1678
1299,706265994973601792,924,2700
1300,706169069255446529,2184,3862
1301,706166467411222528,1582,5104
1302,706153300320784384,382,1469
1303,705975130514706432,723,3066
1304,705970349788291072,884,3140
1305,705898680587526145,542,2340
1306,705786532653883392,512,1910
1307,705591895322394625,1137,3124
1308,705475953783398401,897,2920
1309,705442520700944385,1606,4374
1310,705428427625635840,1662,3769
1311,705239209544720384,743,2970
1312,705223444686888960,788,2557
1313,705102439679201280,512,2116
1314,705066031337840642,615,2157
1315,704871453724954624,1105,4226
1316,704859558691414016,534,2228
1317,704847917308362754,1506,5007
1318,704819833553219584,974,2605
1319,704761120771465216,2886,6564
1320,704499785726889984,1004,2881
1321,704491224099647488,78,746
1322,704480331685040129,1057,3346
1323,704364645503647744,3509,7891
1324,704347321748819968,347,1564
1325,704134088924532736,453,1490
1326,704113298707505153,566,1830
1327,704054845121142784,906,2892
1328,703774238772166656,454,1823
1329,703769065844768768,1131,3235
1330,703631701117943808,676,2547
1331,703611486317502464,1511,3795
1332,703425003149250560,1352,3764
1333,703407252292673536,688,2415
1334,703382836347330562,1132,3477
1335,703356393781329922,382,1898
1336,703268521220972544,545,1955
1337,703079050210877440,3038,7298
1338,703041949650034688,12328,26048
1339,702932127499816960,717,2550
1340,702899151802126337,448,1593
1341,702684942141153280,1066,3194
1342,702671118226825216,550,2175
1343,702598099714314240,3392,12108
1344,702539513671897089,948,2853
1345,702332542343577600,1527,3142
1346,702321140488925184,1029,3242
1347,702276748847800320,759,2437
1348,702217446468493312,1325,4716
1349,701981390485725185,980,3417
1350,701952816642965504,1013,3806
1351,701889187134500865,1372,3498
1352,701805642395348998,1654,3379
1353,701601587219795968,445,2072
1354,701570477911896070,915,2781
1355,701545186879471618,604,2629
1356,701214700881756160,5045,12073
1357,700890391244103680,560,2196
1358,700864154249383937,612,2568
1359,700847567345688576,501,2433
1360,700796979434098688,928,2416
1361,700747788515020802,9197,22567
1362,700518061187723268,786,2581
1363,700505138482569216,561,2262
1364,700462010979500032,1769,4085
1365,700167517596164096,723,2608
1366,700151421916807169,665,2218
1367,700143752053182464,2682,7456
1368,700062718104104960,684,2623
1369,700029284593901568,581,2052
1370,700002074055016451,1325,3278
1371,699801817392291840,941,3030
1372,699788877217865730,505,2208
1373,699779630832685056,1219,2713
1374,699775878809702401,600,1939
1375,699691744225525762,4555,10176
1376,699446877801091073,2586,5886
1377,699434518667751424,509,2141
1378,699423671849451520,321,1343
1379,699413908797464576,622,2055
1380,699370870310113280,439,1869
1381,699323444782047232,854,3119
1382,699088579889332224,625,2218
1383,699079609774645248,647,2424
1384,699072405256409088,1182,2945
1385,699060279947165696,1777,3707
1386,699036661657767936,1188,2579
1387,698989035503689728,964,3311
1388,698953797952008193,891,2647
1389,698907974262222848,618,2513
1390,698710712454139905,675,2441
1391,698703483621523456,374,1430
1392,698635131305795584,336,1278
1393,698549713696649216,618,2300
1394,698355670425473025,443,1831
1395,698342080612007937,945,2246
1396,698262614669991936,1976,4707
1397,698195409219559425,5908,16580
1398,698178924120031232,733,2781
1399,697995514407682048,330,1498
1400,697990423684476929,1286,3249
1401,697943111201378304,669,2361
1402,697881462549430272,1162,2982
1403,697630435728322560,535,1722
1404,697616773278015490,1000,3121
1405,697596423848730625,1249,2981
1406,697575480820686848,495,2022
1407,697516214579523584,1101,2031
1408,697482927769255936,664,2390
1409,697463031882764288,1384,3380
1410,697270446429966336,1854,4644
1411,697259378236399616,993,3266
1412,697255105972801536,1152,3005
1413,697242256848379904,662,2490
1414,696900204696625153,1009,3139
1415,696894894812565505,674,2322
1416,696886256886657024,1775,4803
1417,696877980375769088,705,2418
1418,696754882863349760,358,1472
1419,696744641916489729,930,2044
1420,696713835009417216,645,2353
1421,696518437233913856,1693,3861
1422,696490539101908992,140,1200
1423,696488710901260288,1009,2491
1424,696405997980676096,1145,3166
1425,696100768806522880,645,1911
1426,695816827381944320,1150,2984
1427,695794761660297217,756,3131
1428,695767669421768709,735,1837
1429,695629776980148225,2067,4512
1430,695446424020918272,1793,4350
1431,695409464418041856,3529,8574
1432,695314793360662529,1436,3590
1433,695095422348574720,608,2601
1434,695074328191332352,1084,2812
1435,695064344191721472,584,1581
1436,695051054296211456,783,2637
1437,694925794720792577,910,2667
1438,694905863685980160,929,2718
1439,694669722378485760,14210,35435
1440,694356675654983680,284,1483
1441,694352839993344000,609,2010
1442,694342028726001664,479,1561
1443,694329668942569472,497,1979
1444,694206574471057408,2014,4119
1445,694183373896572928,918,2928
1446,694001791655137281,1016,3370
1447,693993230313091072,397,1854
1448,693942351086120961,366,1728
1449,693647888581312512,578,2659
1450,693644216740769793,122,1338
1451,693642232151285760,407,2509
1452,693629975228977152,783,2410
1453,693622659251335168,370,1519
1454,693590843962331137,1936,4998
1455,693582294167244802,243,1628
1456,693486665285931008,627,1757
1457,693280720173801472,1221,3315
1458,693267061318012928,805,2358
1459,693262851218264065,493,2191
1460,693231807727280129,725,2844
1461,693155686491000832,3174,7799
1462,693109034023534592,603,1697
1463,693095443459342336,454,1836
1464,692919143163629568,742,2650
1465,692905862751522816,857,2401
1466,692901601640583168,597,1744
1467,692894228850999298,789,2243
1468,692828166163931137,874,2837
1469,692752401762250755,3596,6753
1470,692568918515392513,1518,4309
1471,692535307825213440,1344,3132
1472,692530551048294401,409,1811
1473,692423280028966913,225,1472
1474,692417313023332352,3424,9273
1475,692187005137076224,810,2508
1476,692158366030913536,780,2129
1477,692142790915014657,389,1630
1478,692041934689402880,1257,3377
1479,692017291282812928,948,2859
1480,691820333922455552,1637,3913
1481,691793053716221953,4176,8047
1482,691756958957883396,984,2822
1483,691675652215414786,500,1935
1484,691483041324204033,559,2367
1485,691459709405118465,1126,4003
1486,691444869282295808,843,2620
1487,691416866452082688,7546,19107
1488,691321916024623104,654,2541
1489,691096613310316544,871,2935
1490,691090071332753408,330,1702
1491,690989312272396288,2836,5844
1492,690959652130045952,1232,3543
1493,690938899477221376,1928,4046
1494,690932576555528194,1004,3249
1495,690735892932222976,1253,3744
1496,690728923253055490,510,2155
1497,690690673629138944,810,2302
1498,690649993829576704,276,1288
1499,690607260360429569,18,294
1500,690597161306841088,597,1936
1501,690400367696297985,446,1868
1502,690374419777196032,839,3220
1503,690360449368465409,869,2641
1504,690348396616552449,512,1492
1505,690248561355657216,412,1656
1506,690021994562220032,1019,2763
1507,690015576308211712,725,2464
1508,690005060500217858,1669,3628
1509,689999384604450816,363,1403
1510,689993469801164801,444,1447
1511,689977555533848577,440,1354
1512,689905486972461056,692,2418
1513,689877686181715968,1149,3015
1514,689835978131935233,742,2153
1515,689661964914655233,922,3189
1516,689659372465688576,3811,10272
1517,689623661272240129,632,2210
1518,689599056876867584,5454,11533
1519,689557536375177216,451,2024
1520,689517482558820352,1414,3363
1521,689289219123089408,929,2239
1522,689283819090870273,1088,3227
1523,689280876073582592,700,1961
1524,689275259254616065,242,1132
1525,689255633275777024,1071,2524
1526,689154315265683456,992,3048
1527,689143371370250240,506,1999
1528,688916208532455424,857,2683
1529,688908934925697024,753,2095
1530,688898160958271489,772,2074
1531,688894073864884227,681,2222
1532,688828561667567616,366,1366
1533,688804835492233216,191,956
1534,688789766343622656,654,2200
1535,688547210804498433,688,2565
1536,688519176466644993,718,2295
1537,688385280030670848,4435,9189
1538,688211956440801280,821,2219
1539,688179443353796608,578,2118
1540,688116655151435777,764,2796
1541,688064179421470721,357,1713
1542,687841446767013888,2477,5396
1543,687826841265172480,1108,2716
1544,687818504314159109,936,2454
1545,687807801670897665,712,2376
1546,687732144991551489,659,1743
1547,687704180304273409,832,2412
1548,687664829264453632,505,1921
1549,687494652870668288,570,1880
1550,687480748861947905,236,1585
1551,687476254459715584,527,1967
1552,687460506001633280,540,2042
1553,687399393394311168,610,1871
1554,687317306314240000,9075,19949
1555,687312378585812992,1875,4316
1556,687127927494963200,2242,5382
1557,687124485711986689,499,2155
1558,687109925361856513,2430,5735
1559,687102708889812993,966,2321
1560,687096057537363968,600,2220
1561,686947101016735744,3156,8548
1562,686760001961103360,1364,3483
1563,686749460672679938,1439,3436
1564,686730991906516992,1188,4094
1565,686683045143953408,789,2792
1566,686618349602762752,1351,3671
1567,686606069955735556,538,1871
1568,686394059078897668,682,1721
1569,686386521809772549,869,3223
1570,686377065986265092,556,2185
1571,686358356425093120,662,2159
1572,686286779679375361,1645,3963
1573,686050296934563840,723,2193
1574,686035780142297088,115,1142
1575,686034024800862208,1132,3059
1576,686007916130873345,405,2458
1577,686003207160610816,617,1808
1578,685973236358713344,516,2079
1579,685943807276412928,585,1616
1580,685906723014619143,2846,7429
1581,685681090388975616,123,2011
1582,685667379192414208,559,2339
1583,685663452032069632,1438,3198
1584,685641971164143616,771,2916
1585,685547936038666240,15437,32611
1586,685532292383666176,1145,3008
1587,685325112850124800,3923,9360
1588,685321586178670592,628,2625
1589,685315239903100929,1030,3283
1590,685307451701334016,438,2051
1591,685268753634967552,1187,3063
1592,685198997565345792,661,2324
1593,685169283572338688,1412,4068
1594,684969860808454144,364,2367
1595,684959798585110529,3085,6763
1596,684940049151070208,1036,3185
1597,684926975086034944,456,3459
1598,684914660081053696,1435,3480
1599,684902183876321280,522,1855
1600,684880619965411328,799,2068
1601,684830982659280897,21419,34668
1602,684800227459624960,990,2713
1603,684594889858887680,3461,8812
1604,684588130326986752,1391,4075
1605,684567543613382656,1197,2985
1606,684538444857667585,940,2622
1607,684481074559381504,1157,3852
1608,684460069371654144,557,1958
1609,684241637099323392,3241,8058
1610,684225744407494656,206,1216
1611,684222868335505415,1351,3779
1612,684200372118904832,1022,2129
1613,684195085588783105,505,1887
1614,684188786104872960,1159,3461
1615,684177701129875456,658,1993
1616,684147889187209216,1497,2954
1617,684122891630342144,463,1986
1618,684097758874210310,1414,4074
1619,683857920510050305,1112,3768
1620,683852578183077888,340,1916
1621,683849932751646720,952,2581
1622,683834909291606017,1096,2597
1623,683828599284170753,1055,2764
1624,683773439333797890,1332,3313
1625,683742671509258241,3258,6402
1626,683515932363329536,2852,7256
1627,683498322573824003,953,3144
1628,683481228088049664,987,2629
1629,683462770029932544,664,2404
1630,683449695444799489,1584,3846
1631,683391852557561860,2373,7558
1632,683357973142474752,904,2878
1633,683142553609318400,1031,2841
1634,683111407806746624,899,3370
1635,683098815881154561,650,2144
1636,683078886620553216,557,1971
1637,683030066213818368,730,2144
1638,682962037429899265,16344,36422
1639,682808988178739200,167,1760
1640,682788441537560576,1096,2449
1641,682750546109968385,429,1503
1642,682697186228989953,355,1303
1643,682662431982772225,1066,3028
1644,682638830361513985,590,2058
1645,682429480204398592,1140,3402
1646,682406705142087680,1744,7473
1647,682393905736888321,659,2213
1648,682389078323662849,453,1640
1649,682303737705140231,960,3023
1650,682259524040966145,1186,4091
1651,682242692827447297,1147,3210
1652,682088079302213632,9737,18035
1653,682059653698686977,1659,4882
1654,682047327939461121,922,3158
1655,682032003584274432,1977,6505
1656,682003177596559360,1503,3087
1657,681981167097122816,1020,2779
1658,681891461017812993,805,2440
1659,681694085539872773,4011,12664
1660,681679526984871937,433,1753
1661,681654059175129088,914,2611
1662,681610798867845120,459,1878
1663,681579835668455424,1280,3514
1664,681523177663676416,5685,14128
1665,681340665377193984,275,1629
1666,681339448655802368,4034,9177
1667,681320187870711809,730,2613
1668,681302363064414209,1793,3891
1669,681297372102656000,941,3178
1670,681281657291280384,1087,3197
1671,681261549936340994,267,1443
1672,681242418453299201,523,1471
1673,681231109724700672,479,2380
1674,681193455364796417,1456,3652
1675,680970795137544192,646,2393
1676,680959110691590145,1979,4532
1677,680940246314430465,1039,3168
1678,680934982542561280,429,2065
1679,680913438424612864,612,2375
1680,680889648562991104,358,1743
1681,680836378243002368,1300,3423
1682,680805554198020098,657,2133
1683,680801747103793152,808,2353
1684,680798457301471234,1016,2815
1685,680609293079592961,689,2598
1686,680583894916304897,1315,3580
1687,680497766108381184,1882,4183
1688,680494726643068929,480,1699
1689,680473011644985345,735,2513
1690,680440374763077632,494,1428
1691,680221482581123072,290,1450
1692,680206703334408192,1150,2799
1693,680191257256136705,492,2114
1694,680176173301628928,1529,3844
1695,680161097740095489,724,2292
1696,680145970311643136,1715,3564
1697,680130881361686529,927,2255
1698,680115823365742593,892,2681
1699,680100725817409536,1351,3525
1700,680085611152338944,8853,12654
1701,680070545539371008,848,2550
1702,679877062409191424,641,1962
1703,679872969355714560,652,2158
1704,679862121895714818,607,2421
1705,679854723806179328,1207,2810
1706,679844490799091713,749,2335
1707,679828447187857408,13784,35744
1708,679777920601223168,1085,3054
1709,679736210798047232,778,2066
1710,679729593985699840,811,2141
1711,679722016581222400,459,1639
1712,679530280114372609,2050,4724
1713,679527802031484928,711,2601
1714,679511351870550016,1245,3312
1715,679503373272485890,1441,3122
1716,679475951516934144,626,2063
1717,679462823135686656,18453,31088
1718,679405845277462528,1181,2334
1719,679158373988876288,7892,20939
1720,679148763231985668,1010,2732
1721,679132435750195208,1135,2930
1722,679111216690831360,2535,5865
1723,679062614270468097,7919,16679
1724,679047485189439488,654,2211
1725,679001094530465792,1197,2781
1726,678991772295516161,1132,2262
1727,678969228704284672,449,1618
1728,678800283649069056,881,2520
1729,678798276842360832,1140,3396
1730,678774928607469569,885,2763
1731,678767140346941444,1330,3465
1732,678764513869611008,465,1604
1733,678755239630127104,3209,6977
1734,678740035362037760,1644,3691
1735,678708137298427904,2376,5501
1736,678675843183484930,1427,2809
1737,678643457146150913,397,2007
1738,678446151570427904,1507,3930
1739,678424312106393600,2485,5371
1740,678410210315247616,1766,4132
1741,678399652199309312,31070,77826
1742,678396796259975168,407,1561
1743,678389028614488064,413,1835
1744,678380236862578688,889,2391
1745,678341075375947776,526,1697
1746,678334497360859136,248,1284
1747,678278586130948096,5958,11221
1748,678255464182861824,357,1561
1749,678023323247357953,374,1874
1750,678021115718029313,6190,13354
1751,677961670166224897,1646,3350
1752,677918531514703872,397,1316
1753,677895101218201600,2022,4729
1754,677716515794329600,959,2991
1755,677700003327029250,1415,3319
1756,677698403548192770,311,1207
1757,677687604918272002,829,2440
1758,677673981332312066,1463,3267
1759,677662372920729601,929,1912
1760,677644091929329666,780,1817
1761,677573743309385728,686,2089
1762,677565715327688705,453,1275
1763,677557565589463040,1122,2397
1764,677547928504967168,3593,6800
1765,677530072887205888,223,1043
1766,677335745548390400,1730,2980
1767,677334615166730240,279,1315
1768,677331501395156992,231,1062
1769,677328882937298944,1464,3563
1770,677314812125323265,520,1609
1771,677301033169788928,391,1207
1772,677269281705472000,690,1935
1773,677228873407442944,1596,3468
1774,677187300187611136,896,2684
1775,676975532580409345,1042,2713
1776,676957860086095872,795,2190
1777,676949632774234114,385,1275
1778,676948236477857792,844,2110
1779,676946864479084545,359,1692
1780,676942428000112642,730,2022
1781,676936541936185344,4792,12425
1782,676916996760600576,1766,2913
1783,676897532954456065,707,2198
1784,676864501615042560,690,2047
1785,676821958043033607,15139,22367
1786,676819651066732545,647,1777
1787,676811746707918848,413,1389
1788,676776431406465024,1970,4877
1789,676617503762681856,932,2818
1790,676613908052996102,195,1054
1791,676606785097199616,419,1843
1792,676603393314578432,373,1133
1793,676593408224403456,2100,4443
1794,676590572941893632,118,891
1795,676588346097852417,758,2248
1796,676582956622721024,266,1160
1797,676575501977128964,1088,2515
1798,676533798876651520,538,1826
1799,676496375194980353,519,1479
1800,676470639084101634,4533,11305
1801,676440007570247681,644,1680
1802,676430933382295552,335,1362
1803,676263575653122048,526,2028
1804,676237365392908289,280,1177
1805,676219687039057920,30135,74377
1806,676215927814406144,557,1688
1807,676191832485810177,1003,2222
1808,676146341966438401,642,1865
1809,676121918416756736,1125,2101
1810,676101918813499392,1132,2748
1811,676098748976615425,1377,2917
1812,676089483918516224,425,1275
1813,675898130735476737,556,1567
1814,675891555769696257,828,2066
1815,675888385639251968,927,2303
1816,675878199931371520,1357,4065
1817,675870721063669760,548,1576
1818,675853064436391936,1250,2610
1819,675849018447167488,138,915
1820,675845657354215424,849,2206
1821,675822767435051008,519,1477
1822,675820929667219457,229,1017
1823,675798442703122432,3305,9951
1824,675781562965868544,452,1582
1825,675740360753160193,330,1130
1826,675710890956750848,788,1826
1827,675707330206547968,659,1914
1828,675706639471788032,92,626
1829,675534494439489536,397,1773
1830,675531475945709568,369,1150
1831,675522403582218240,278,1011
1832,675517828909424640,451,1249
1833,675501075957489664,5638,16633
1834,675497103322386432,1243,3035
1835,675489971617296384,573,1254
1836,675483430902214656,945,1787
1837,675432746517426176,551,1473
1838,675372240448454658,500,1631
1839,675362609739206656,222,1021
1840,675354435921575936,16187,31459
1841,675349384339542016,2189,3787
1842,675334060156301312,1240,2670
1843,675166823650848770,1530,3456
1844,675153376133427200,2482,6032
1845,675149409102012420,1623,3627
1846,675147105808306176,223,911
1847,675146535592706048,285,1141
1848,675145476954566656,860,2059
1849,675135153782571009,464,1263
1850,675113801096802304,759,1880
1851,675111688094527488,243,927
1852,675109292475830276,1093,2698
